CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DL_LEN
BOROMIR,"You give him no credit, and yet he tries to do your will.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,57
DENETHOR,They say you vanquished the enemy almost single-handedly.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,57
THEODEN,"Let this be the hour      when we draw swords together.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
GOLLUM,"Yes, precious. False.They will cheat you, hurt you, lie!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
PEOPLE,"At last! Helm's DeepThere it is, Helm's Deep.We're safe!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
THEODEN,Is this it? Is this is all you can conjure      Saruman?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
SOLDIER,Osgiliath is under attack. They call for reinforcements.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
SMEAGOL,"Master. Master looks after us. ,Master wouldn't hurt us.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
THEODEN,Our people are safe.We have paid for it with many lives.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
SMEAGOL,"But the fat Hobbit, he knows.      Eyes always watching.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,56
GOLLUM,It burns!It burns us!It freezes!Nasty Elves twisted it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,55
THEODEN,"You must lead the peopleto Helm's Deep, and make haste.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,55
ARAGORN,"Open war is upon you, whether you would risk it or not.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,55
FRODO,Yes.....I can smell it.................We're not alone.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,55
GANDALF,"Sauron's wrath will be terrible, his retribution swift.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,55
ARAGORN,We hear of trouble in Rohan.It goes ill with the king.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
FRODO,We can't leave this here for someoneto follow us down.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
GANDALF,"I am Saruman.Or rather, Sarumanas he should have been.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
FARAMIR,"As one of his companions, I'd hoped you would tell me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
SAM,"Captain Faramir......you have shown your quality, sir.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
SAM,Please. It's such a burden.     Will you not help him?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
FRODO,The Ring is treacherous.It will hold you to your word.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,54
ARWEN,Ae '-esteliach nad...     estelio han. Estelio ammen.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
GANDALF,Be careful what you say.Do not look for welcome here.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
THEODEN,"This is not a defeat. We will return.,We will return.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
TREEBEARD,They're always trying to get somewhere where they....,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
FARAMIR,It will grieve you then to     learn that he is dead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
SHARKU,He's......dead.He took a little tumble off the cliff.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
SARUMAN,I want them armed and ready to marchwithin two weeks!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
BOROMIR,They exaggerate. The victory belongs to Faramir also.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
GRIMA,His staff. I     told you to take the wizard's staff.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
ELROND,"Arwen.,There is nothing for you here......only death.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
FARAMIR,May death find you quickly if you bring them to harm.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
ARWEN,Si peliannen i v'd na dail l'n. Si boe '-dhannathach.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,53
PIPPIN,"Merry!No, Treebeard said that youshouldn't have any.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,52
SAM,"Very decent of you. Very decent, indeed      Gollum.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,52
BOROMIR,"Remember today, little brother. Today, life is good.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,52
EOMER,You have no authority here.Your orders mean nothing.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,52
GANDALF,You did not kill me......you     will not kill him.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
MERRY,"See? I fooled you too.Don't worry about me, Pippin.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
WHITE WIZARD,You are tracking the footstepsof two young Hobbits.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
SARUMAN,You stink of horse.The Man......was he from Gondor?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
DENETHOR,"But for Faramir, this city would still be standing.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
FRODO,"That was your name once, wasn't it?A long time ago.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
GOLLUM,Filthy little     Hobbitses! They stole it from us!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
GIMLI,I cannot jump the distance! You'll have to toss me!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,51
THEODEN,There is no time. War is upon us. Secure the gate.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
GIMLI,Tell me what happenedand I will ease your passing.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
GIMLI,Seventeen! Eighteen! Nineteen! Twenty! Twenty-one!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
FRODO,"It's calling to him, Sam. His Eye is almost on me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
SAM,I wonder if we'll ever be put into songs or tales.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
GOLLUM,"No! , There's another way.More secret. A dark way.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,50
MERRY,"But you're part of this world!      Aren't you?!,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,49
FARAMIR,What road will you take once you reach the woods?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,49
FARAMIR,"Prepare to leave.    ,The Ring will go to Gondor.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,49
GANDALF,Hearken to me! I release you......from the spell.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,49
EOMER,Stay out of the forest! Keep away from the trees!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,49
MERRY,"Nothing. The world's back to normal, that's all.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
EOWYN,His name is Brego. He     was my cousin's horse.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
ARAGORN,"Send out riders, my lord. You must call for aid.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
FRODO,There's no promise you can makethat I can trust.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
GANDALF,I've been sent back...... until my task is done.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
THEODEN,Why should I welcome you......Gandalf Stormcrow?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
SMEAGOL,But we swore to serve the masterof the precious.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
SAM,It's me. It's your Sam. Don't you know your Sam?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
MERRY,Ssh!As soon as they find out we don'twe're dead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
SAM,So there's no hard feelings. Forgive and forget.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
FARAMIR,"I would have done, but our numbers were too few.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
SAM,Look!The gate.It's opening!I can see a way down.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,48
ARAGORN,Do not let him speak.He will put a spell on us.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
SMEAGOL,"Yes. , No! No! ,It's too risky. It's too risky.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
SAM,What's to ruin? There's hardly any meaton them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
GOLLUM,"What's it doing?Stupid, fat Hobbit.It ruins it.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
ARAGORN,They would be small.Only children to your eyes.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
ORC,I'm going to rip outyour filthy little innards!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
GIMLI,This new Gandalf's more grumpythan the old one.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
EOWYN,Where is she?The woman who gave you that jewel.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
FREDA,"I don't want to leave.I don't want to go, Mama.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,47
FRODO,Gandalf told me you wereone of the river-folk.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
FRODO,"Nothing ever dampens your spiritsdoes it, Sam?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
FRODO,Are you saying there's another wayinto Mordor?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
SAM,There are dead things!Dead faces in the water.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
THEODEN,"I know your face.,     Eowyn. Eowyn. ,Gandalf?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
GIMLI,What are you doing? What are you stopping for?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
ARWEN,Ma nathach hi gwannathach or minuial archened?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
ELROND,She stays for you.She belongs with her people.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,46
FRODO,Frodo wouldn't have got far      without Sam.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
ARAGORN,Riders of Rohan......what news from the Mark?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
GIMLI,Come on. Get me up here. I'm a rider.Come on!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
SOLDIER,"Captain Faramir! ,We     found the third one.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
BOROMIR,"One moment of peace, can he not give us that?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
EOWYN,"I made some stew.It isn't much, but it's hot.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
SARUMAN,If the wall is breachedHelm's Deep will fall.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
MERRY,You must help. Please. You must do something.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
GOLLUM,Yes......on the precious.....On the precious.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
SARUMAN,A new power is rising.Its victory is at hand.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
GRIMA,What kind of devicecould bring down the wall?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,45
GIMLI,"That one counts as mine! ,Stinking creature.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
FARAMIR,"Go, Frodo. Go with the goodwill of all Men.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
TREEBEARD,South? But that will lead you past lsengard.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
GOLLUM,"Hurry, Hobbits.The Black Gate is very close.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
SAM,"Hey, stinker, don't go gettingtoo far ahead.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
GANDALF,"Did he?Did he, indeed? Good. Yes, very good.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
GRISHNAKH,What about their legs?They don't need those.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
ARAGORN,"Nan Barad! Nan Barad! , Haldir, nan Barad! (",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
SMEAGOL,Master looks after us now.We don't need you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
FARAMIR,"Well, if you're not spies, then who are you?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
GOLLUM,You don't have any friends.Nobody likes you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,44
ARAGORN,"Ride out with me. ,Ride out and meet them.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
THEODEN,"You have no power here ......Gandalf the ,.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
ARWEN,Estelio guru l'n ne dagor.     Ethelithach.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
SMEAGOL,Cruel Men hurts us. Master     tricksed us.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
ORC,We don't have enough fuelto feed the fires.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
PIPPIN,"Don't talk to it, Merry.Don't encourage it!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,43
GRISHNAKH,"Alive? ,Why alive?Do they give good sport?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
GOLLUM,"What's taters, precious?What's taters? Eh?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
THEODEN,No parent should have to bury their child.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
FRODO,Because I have to believehe can come back.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
SAM,"We're not going to wait for you. Come on.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
FARAMIR,"Stay here. Keep out of sight. ,Take cover!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
FRODO,"We've lingered here too long.Come on, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,42
PIPPIN,My friend is sick.He needs water. Please!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
GOLLUM,Quick! They will see us!They will see us!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
FRODO,It is special. It's a little bit of home.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
GIMLI,Fangorn?What madness drove them in there?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
FRODO,Call him names.Run him down all the time.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
URUK HAI,"Sick, is he?Give him some medicine, boys!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
FRODO,"No! Don't look down, Sam!Just keep going!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,41
GRIMA,"I've only......ever served you, my lord.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
MERRY,It's Saruman's army.The war has started.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
ELROND,I will not leave my daughter hereto die.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
ARAGORN,Minl' pendich nin i aur     hen telitha.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
SNAGA,Just a mouthful......a bit of the flank.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
GANDALF,Theodred's death was not of your making.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
SAM,"Hold on, Mr. Frodo. You'll be all right.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
GAMLING,"Make way! ( ,We cannot hold much longer!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
PIPPIN,"It's talking, Merry.The tree is talking.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,40
UGLUK,Looks like meat's back on the menuboys.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,39
GIMLI,Keep breathing. That's the key.Breathe.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,39
SAM,"That's it, then.We can't get past that.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,39
LEGOLAS,Faeg i-varv d'n na lanc a      nu ranc.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,39
MERRY,A tree-herder.A shepherd of the forest.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,39
LEGOLAS,You would die before your stroke fell.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
GIMLI,I'll have no pointy-ear outscoring me!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
SMEAGOL,"Don't ask Smeagol. Poor, poor Smeagol.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
ARWEN,May the grace of the Valarprotect you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
FRODO,"We've got to get moving. Come on, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
SAM,Why haven't you spoken of this before?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
ORC,Let's put a maggot hole in your belly!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
SAM,"Well, starve, then. And good riddance!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
FARAMIR,Who's covering the river to the north?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
GIMLI,You'll find more cheer in a graveyard.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
ARAGORN,Not idly do the leaves of Lorien fall.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
FARAMIR,My men tell me that you are Orc spies.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
ARAGORN,They ran over here. They were followed,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
GANDALF,"Breathe the free air again, my friend.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
FRODO,"I do not ask you to come with me, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,38
LEGOLAS,The trees are speaking to each other.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
SMEAGOL,No. Not its business. Leave us alone!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
ARAGORN,"Man le trasta, Brego? Man cenich? (,)",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
GANDALF,"Yes, and it will not be easily cured.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
ARAGORN,Hw't nemna' 'e? Hm? Hw't nemna' 'e? (,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
GIMLI,"You could have picked a better spot.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
TREEBEARD,Saruman. A wizard should know better!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
TREEBEARD,"Now, don't be hasty, Master Meriadoc.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
DENETHOR,Were you not entrusted to protect it?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
PIPPIN,Did we lose him? I think we lost him.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
ARAGORN,She stays because she still has hope.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
GAMLING,We need more time to lay provisions--,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
THEODEN,All riders to the head of the column.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
ARAGORN,They crawled. Their hands were bound.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
SAM,It's a bog. He's led us into a swamp.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
GRIMA,"But, my lord, there is no such force.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,37
SMEAGOL,"Once they're dead. ,Ssssssssssssssh!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,36
PIPPIN,"No, I didn't. I was just stretching.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,36
THEODEN,Pull everybody back. Pull them back.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,36
EOWYN,So few. So few of you have returned.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,36
MADRIL,Some thousands. More come every day.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,36
SOLDIER,"This is all we could save, my lady.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
GIMLI,"...which is, of course, ridiculous.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
ARAGORN ,Tracks lead away from the battle...,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
FRODO,You will lead us to the Black Gate.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
MERRY,"He doesn't look too happy, does he?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
SMEAGOL,Leave now......and never come back.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
GRIMA,"You see much, Eomer, son of Eomund.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
EOWYN,"Your son is badly wounded, my lord.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
THEODEN,"The fortress is taken. It is over.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
GOLLUM,(strokes his own palm)Our precious.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
LEGOLAS,"Your friends are with you, Aragorn.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
THEODEN,Where is Theodred? Where is my son?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
MERRY,Three-foot-eight.You did something.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
LEGOLAS,"Come, Gimli! We're gaining on them!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
THEODEN,"I am ready, Gamling.Bring my horse.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
SAM,Mr. Frodo! It's all right.I'm here.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,35
FRODO,He said your life was a sad story.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
ARGORN,Less than a day ahead of us. Come.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
GOLLUM,Look.Look. See what Smeagol finds?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
SAM,What we need is a few good taters.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
SAM,"Mr. Frodo?It's the Ring, isn't it?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
MERRY,You just said something...Treeish.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
ARAGORN,"Mae carnen, Brego,     mellon n'n.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
GOLLUM,"Smeagol. Why does it cry, Smeagol?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
GOLLUM,"Dead?No, you cannot kill them. No.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
FARAMIR,"Then it is forfeit. Release them.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
MERRY,Hello?Treebeard?Where has he gone?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,34
TREEBEARD,Break the dam! Release the river!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
PIPPIN,Look. There's smoke to the south.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
ARAGORN,He's not alone.Sam went with him.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
THEODEN,Gimli! Aragorn! Get out of there!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
MORWEN,"Freda, I will find     you there.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
PIPPIN,I've always been taller than you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
GIMLI,I would stay still if I were you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
GIMLI,Edoras?That is no short distance!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
SMEAGOL,Not listening. I'm not listening.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
SMEAGOL,Master is our friend. Our friend.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
SAM,Even you couldn't say no to that.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
BOROMIR,The One Ring. lsildur's     Bane.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
THEODEN,Dark have been my dreams of late.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
GIMLI,Bring your pretty face to my axe.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
SAM,No one at home will believe this.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
SAM,Mr. Frodo.Look.It's an oliphaunt.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
ARAGORN,You have some skill with a blade.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,33
ARAGORN,A Hobbit lay here.And the other.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
PIPPIN,"Oh, I'm sorry. How did they die?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
GIMLI,"No, I couldn'tI really couldn't.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
